Issue Date;Invoice;Boarding Location;Seller;PO;Operation;Customer;CNPJ/CPF;Product;Code;Qty;Tax (IPI);Net Unit Value.;Gross Unit Value.;Total without tax;Total with tax;Freight;Discount Amount;Status;Delivery Date;Notes;Cliente;Contrato
13/03/2026;8743;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;;;;
13/03/2026;8743;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;;;;
17/03/2026;8806;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;27;9,75%;1428,39;1567,658025;38566,53;42326,77;;;Current;;;;
17/03/2026;8806;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;258,44;271,362;258,44;271,36;;;Current;;;;
17/03/2026;8806;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 24VCC 45A.;9191270828;7;5,00%;876,31;920,1255;6134,17;6440,88;;;Current;;;;
17/03/2026;8806;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;1;9,75%;1078,47;1183,620825;1078,47;1183,62;;;Current;;;;
20/03/2026;8882;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;1;9,75%;1428,39;1567,658025;1428,39;1567,66;;;Current;;;;
20/03/2026;8883;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;1;9,75%;1428,39;1567,658025;1428,39;1567,66;;;Current;;;;
20/03/2026;8884;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;6;9,75%;1428,39;1567,658025;8570,34;9405,95;;;Current;;;;
20/03/2026;8885;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;12;9,75%;1428,39;1567,658025;17140,68;18811,9;;;Current;;;;
20/03/2026;8885;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;258,4476;271,36998;258,45;271,37;;;Current;;;;
20/03/2026;8885;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 24VCC/220VCA 2000W.;9191270832;1;9,75%;3146,287;3453,049983;3146,29;3453,05;;;Current;;;;
20/03/2026;8886;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;10;9,75%;1428,39;1567,658025;14283,9;15676,58;;;Current;;;;
20/03/2026;8886;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;248,2762;260,69001;248,28;260,69;;;Current;;;;
20/03/2026;8887;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;1;9,75%;1428,39;1567,658025;1428,39;1567,66;;;Current;;;;
20/03/2026;8888;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 24VCC 45A.;9191270828;1;5,00%;876,3142;920,12991;876,31;920,13;;;Current;;;;
20/03/2026;8889;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;18;9,75%;1428,39;1567,658025;25711,02;28217,84;;;Current;;;;
20/03/2026;8890;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;25;9,75%;1428,39;1567,658025;35709,75;39191,45;;;Current;;;;
20/03/2026;8891;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;4;9,75%;1428,39;1567,658025;5713,56;6270,63;;;Current;;;;
20/03/2026;8892;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;2;9,75%;1428,39;1567,658025;2856,78;3135,32;;;Current;;;;
20/03/2026;8893;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;258,4476;271,36998;258,45;271,37;;;Current;;;;
20/03/2026;8893;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;2;9,75%;1078,4692;1183,619947;2156,94;2367,24;;;Current;;;;
20/03/2026;8894;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;3;9,75%;1428,39;1567,658025;4285,17;4702,97;;;Current;;;;
20/03/2026;8895;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;11;9,75%;1428,39;1567,658025;15712,29;17244,24;;;Current;;;;
20/03/2026;8895;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;1;9,75%;1078,46;1183,60985;1078,46;1183,61;;;Current;;;;
20/03/2026;8896;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;33;9,75%;1428,3918;1567,660001;47136,93;51732,78;;;Current;;;;
20/03/2026;8897;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;5;9,75%;1428,39;1567,658025;7141,95;7838,29;;;Current;;;;
20/03/2026;8898;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;8;9,75%;1428,39;1567,658025;11427,12;12541,26;;;Current;;;;
20/03/2026;8899;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;50;9,75%;1428,39;1567,658025;71419,5;78382,9;;;Current;;;;
20/03/2026;8899;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;2;9,75%;1078,468;1183,61863;2156,94;2367,24;;;Current;;;;
20/03/2026;8900;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;2;9,75%;1428,3918;1567,660001;2856,78;3135,32;;;Current;;;;
20/03/2026;8900;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;258,4476;271,36998;258,45;271,37;;;Current;;;;
30/03/2026;9043;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;51;9,75%;1367,9271;1501,299992;69764,28;76566,3;;;Current;;;;
30/03/2026;9043;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;5;5,00%;248,2761;260,689905;1241,38;1303,45;;;Current;;;;
30/03/2026;9043;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 24VCC 45A.;9191270828;5;5,00%;841,838;883,9299;4209,19;4419,65;;;Current;;;;
30/03/2026;9043;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;1;9,75%;1036,0455;1137,059936;1036,05;1137,06;;;Current;;;;
30/03/2026;9043;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;11;9,75%;1036,0455;1137,059936;11396,5;12507,66;;;Current;;;;
30/03/2026;9044;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;13;9,75%;1428,39;1567,658025;18569,07;20379,56;;;Current;;;;
30/03/2026;9044;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;2;5,00%;258,44;271,362;516,88;542,72;;;Current;;;;
30/03/2026;9044;FORTALEZA;Samir Sarquis;;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;1;9,75%;1078,4692;1183,619947;1078,47;1183,62;;;Current;;;;
02/03/2026;989;CURITIBA;Fabian;4504313162;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;990;CURITIBA;Fabian;4504313165;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;991;CURITIBA;Fabian;4504313171;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;992;CURITIBA;Fabian;4504314125;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;993;CURITIBA;Fabian;4504314129;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;994;CURITIBA;Fabian;4504314131;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;995;CURITIBA;Fabian;4504314142;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;996;CURITIBA;Fabian;4504314146;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
02/03/2026;997;CURITIBA;Fabian;4504314150;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1020;CURITIBA;Fabian;4504344836;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1027;CURITIBA;Fabian;4504345025;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1028;CURITIBA;Fabian;4504344825;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1029;CURITIBA;Fabian;4504345029;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1030;CURITIBA;Fabian;4504345033;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1031;CURITIBA;Fabian;4504344848;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1032;CURITIBA;Fabian;4504344853;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1033;CURITIBA;Fabian;4504344874;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1034;CURITIBA;Fabian;4504344881;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1035;CURITIBA;Fabian;4504344886;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1036;CURITIBA;Fabian;4504344892;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1037;CURITIBA;Fabian;4504344895;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1038;CURITIBA;Fabian;4504344828;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1039;CURITIBA;Fabian;4504344812;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1040;CURITIBA;Fabian;4504344844;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1041;CURITIBA;Fabian;4504344816;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1042;CURITIBA;Fabian;4504344833;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
13/03/2026;1043;CURITIBA;Fabian;4504344821;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1061;CURITIBA;Fabian;4504353278;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
23/03/2026;1059;CURITIBA;Fabian;4504353278;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1062;CURITIBA;Fabian;4504353288;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
23/03/2026;1060;CURITIBA;Fabian;4504353288;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1063;CURITIBA;Fabian;4504353302;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
23/03/2026;1064;CURITIBA;Fabian;4504353302;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1065;CURITIBA;Fabian;4504353310;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
23/03/2026;1066;CURITIBA;Fabian;4504353310;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1067;CURITIBA;Fabian;4504353321;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
23/03/2026;1068;CURITIBA;Fabian;4504353321;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1069;CURITIBA;Fabian;4504354861;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
23/03/2026;1070;CURITIBA;Fabian;4504354861;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1071;CURITIBA;Fabian;4504355144;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1072;CURITIBA;Fabian;4504355200;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1073;CURITIBA;Fabian;4504355220;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
23/03/2026;1074;CURITIBA;Fabian;4504355220;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1075;CURITIBA;Fabian;4504355236;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1076;CURITIBA;Fabian;4504355254;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1077;CURITIBA;Fabian;4504355272;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1078;CURITIBA;Fabian;4504355285;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
23/03/2026;1079;CURITIBA;Fabian;4504354846;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
06/04/2026;3;CURITIBA;Beatriz Sales;-;SERVICE;CMD GW COMERCIO DE VEICULOS AUTOMOTORES LTDA;-;01.07 - SUPORTE TECNICO EM INFORMATICA, INCLUSIVE INSTALACAO, CONFIGURACAO E MANUTENCAO DE PROGRAMAS;912160106;1;0,00%;15900;15900;15900;15900;;;Current;06/04/2026;;;
01/04/2026;1115;CURITIBA;Fabian;4504371813;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;01/04/2026;;;
01/04/2026;1117;CURITIBA;Fabian;4504374541;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;01/04/2026;;;
02/04/2026;1118;CURITIBA;Leonardo Dib;LIVDFOR0701184;RESALE;FORTLEV ENERGIA SOLAR LTDA;32.270.838/0002-72;CARREGADOR VEICULAR CC 120KW M1201000E2EY CCS2+CCS2 RFID-ETHERNET-4G;M1201000E2EYR11001;1;9,75%;48291,57;52999,99808;48291,57;52999,99808;;;Current;08/04/2026;;;
02/04/2026;1119;CURITIBA;Beatriz Sales;LIVMDIM0701185;RESALE;DIMAS GWM COMERCIO DE AUTOMOVEIS IMPORTADOS LTDA;48.785.806/0002-40;CARREGADOR VEICULAR CC 120KW M1201000E2EY CCS2+CCS2 RFID-ETHERNET-4G;M1201000E2EYR11001;1;9,75%;46041,91;50530,99623;46041,91;50530,99623;;;Current;Waiting Payment;;GWN;1345715387
02/04/2026;1120;CURITIBA;Anna Julia;P00076;RESALE;EMOB SOLUCOES DE CARREGAMENTO INTELIGENTES LTDA;48.402.302/0001-12;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;D0300380E1EYW11001;1;9,75%;25968,11;28500,00073;25968,11;28500,00073;;;Current;13/04/2026;;;
